Nganh,TenCoPhieu,TileTB,GiaBanTB,Thang1,Thang2,Thang3,Thang4,Thang5,Thang6,Thang7,Thang8,Thang9,Thang10,Thang11,Thang12
InvServ,ITG,1.022283,14.69526,1.0325,1.049,0.9748572,1.039333,1.032,1.011833,1.0525,1.0115,0.965875,1.027,1.021,1.05
Transp,JBLU,1.012296,6.913142,0.9994286,1.016769,0.99375,1.027222,0.97375,1.0065,0.9906154,1,1.009214,1.045167,1.08225,1.002889
Banks,JPM,1.009996,52.05962,1.0215,1.0095,0.995,1.009667,1.029909,1.00875,1.0023,0.9811111,0.999,1.015,1.0355,1.012714
Util,KMP,0.999477,83.86651,1.0045,0.9918572,1.0065,0.9905,0.9910769,1.005357,1.005667,0.9755,1.0084,0.9972,1.003167,1.014
SemiCond,KOPN,1.000655,3.594201,0.9927333,0.97325,1.012091,0.9685454,1.026889,1.009143,0.9938333,0.975625,1.0025,0.974,1.014125,1.065125
BasicInd,KS,1.026366,38.40904,1.0128,1.043333,0.9903637,1.007571,1.017375,1.1095,1.009333,1.010143,1.0304,1.052,1.024571,1.009
Transp,LCC,1.017047,17.71484,1.022143,1.009059,1.028765,1.019762,1.007222,0.9929444,1.034947,0.96475,1.058,1.040091,1.026875,1
Cons-Cyc,LEG,1.003962,30.80796,1.016556,1.0272,1.018,0.9885,1.001,0.9713333,1.01375,0.9866,1.003,1.008533,1.001769,1.0113
Cons-Cyc,LF,1.014229,9.207889,1.0255,1.002375,1.0095,0.9956667,1.047545,1.02575,1.041857,0.973,1.0135,1.0135,1.033556,0.989
Util,LG,1.001899,44.37018,1.017429,1.0042,1.021333,1.022786,0.9947143,0.9948,0.9923333,0.9898,1.008273,1.008625,0.984,0.9845
Services,LIOX,1.009828,3.942384,0.9896,0.967,0.9525,0.9792857,1.103,0.99075,1.042583,0.9915,1.00225,1.095667,0.9988,1.005
BasicInd,LIWA,0.9985133,5.242882,1.02125,1.003917,1.01,1.001714,0.9226667,0.9756429,0.9937,0.9708,1.017,1.076444,0.979625,1.0094
InvServ,LM,1.008525,33.60408,0.9904444,1.040333,1.01425,1.010476,1.019154,0.977,1.023778,0.9854,0.9979231,1.020222,1.004818,1.0185
Insurance,LNC,1.013111,39.00608,1.0165,1.023667,0.9826667,1.0178,1.020187,1.0249,1.036667,0.9995714,0.974625,1.02625,1.032,1.0025
Energy,LNCO,0.9941375,33.89034,1.027,1.024,1.006,0.968,0.982,0.91975,1.039,0.9955,0.9268,1.006,1.0026,1.033
BasicInd,LNDC,1.005823,12.84469,0.9722222,1.005143,1.057,0.98825,1.017333,1.004714,1.058,0.972625,0.957,1.002,1.01625,1.019333
Services,LPI,1.01683,22.90836,1.061,0.9616,0.9525,1.007,1.0365,1.028,1.047,0.9938571,1.0725,1,1.025,1.017
Cons-NonCyc,LPX,1.019369,18.14172,0.998,1.068667,1.042,0.9860833,1.0508,0.98325,1.048222,1.0535,1.021,0.9295,1.006571,1.044833
SemiCond,LSCC,1.001746,5.019721,1.038714,0.902,1.004,0.9858181,1.01475,1.034333,0.987,0.995,0.9936666,1.045667,1.02,1
Tech,LTXC,1.023946,6.194143,1.003,0.98,1.016,1.0105,1.03,1.002571,0.9657692,1.15275,1.064111,1.006455,1.012,1.0442
Insurance,MBI,1.017105,11.74508,1.0265,1.199375,0.9343333,1.021167,1.119,1.005118,1.000125,0.9762,0.9595385,1.026333,0.989,0.9485714
ETFs,MCGC,0.9930789,4.871778,1.01775,0.981,0.9970769,0.98525,0.989,1.012611,1.000437,0.9808235,0.9964,0.9831111,0.9881111,0.985375
Insurance,MET,1.004285,44.50056,1.0149,0.9706666,0.9968235,1.020333,1.0265,1.016389,1.012895,0.9904,0.9926667,0.9999091,1.0106,0.9993333
Insurance,MFC,1.011752,16.44504,1.0045,1.0405,0.9895555,1.025867,1.033,1.012333,0.9935715,0.9936364,1.000125,1.0244,1.0152,1.008333
Insurance,MHLD,1.003928,11.30294,1.020111,1.001333,1.005437,1.002,0.9996428,1.021895,1.016667,1.0158,0.9803637,0.9791,1.016167,0.988625
Insurance,MIG,1.011768,7.105211,1.013429,1.0575,1.005,1.0245,1.0026,1.022111,0.9691111,1.0081,1.019438,1.012067,1.0198,0.9875556
Transp,MINI,1.016631,31.86607,1.0384,1.03175,1.036,1.048,0.9904,0.9913636,0.9996,0.9822222,1.0365,1.028,1.012333,1.005
Services,MNR,0.9982645,9.924262,1.002667,0.984,0.974,0.9983333,1.028,1.000857,1.0034,0.999,0.99475,0.9846667,0.997,1.0125
Cons-NonCyc,MNST,1.021556,57.12859,1.01,1.06175,1.013231,1.040667,0.9704286,1.038286,1.034,0.9891667,1.031,1.02,1.037,1.013143
Util,MNTX,1.013128,11.1504,1.042875,0.9895,1.062,0.981,0.99875,1.0175,1.052,0.972125,1.023,1.016286,0.98,1.0225
Cons-Cyc,MOD,1.013362,11.38503,0.9863333,0.9922,0.9932222,0.9825,1.009667,1.05125,1.15075,0.9803333,1.044333,0.978,1,0.99175
SemiCond,MOSY,0.9916672,4.175417,1.000667,0.9695,1.035125,0.9967778,0.957125,0.9683333,0.963,0.984,0.958,1.0082,1.022778,1.0365
Energy,MPO,0.9818367,6.222718,1.030889,1.031,0.9787143,0.9460769,1.019818,0.9335714,0.9372857,0.9395,1.002786,0.9316667,1.015733,1.015
InvServ,MS,1.012049,25.96982,1.023778,1.023143,0.989375,1.019684,1.033167,0.98825,1.023278,0.9997647,1.0152,1.008444,1.01495,1.00555
Cons-Cyc,MTOR,1.009386,6.763648,0.9848,0.959,1,1.063,1.03325,0.9884286,1.040667,1.005154,1.002571,0.9506,1.0445,1.040667
BasicInd,MWA,1.011959,7.242346,0.984,1.002,0.987,1.006667,1.01075,1.0865,1.0075,1.007938,1.00645,1.0197,1.004286,1.020714
Cons-Cyc,NAV,1.007759,33.81577,1.061,0.978625,0.947,1.008571,0.996875,0.996,1.0522,0.9890909,1.0665,1.002,0.99425,1.001
Banks,NBHC,0.9980309,19.49634,0.977,0.9841428,1.002909,0.9967143,0.9968889,1.011467,1.019857,0.9912667,0.9905,0.9905,1,1.015125
Util,NCS,1.003407,15.36899,1.021,0.9907778,1.042,0.98325,1.0094,1.014,0.9806666,0.955,0.9978,1.023333,1.000286,1.023375
ETFs,NCT,1.01483,7.384108,1.023625,1.025,1.023667,1.06325,0.9535556,1.014,1.023182,0.9979333,0.9926667,1.03175,1.004,1.025333
Banks,NFBK,1.007242,11.99682,1.00375,1.002077,1.009571,1.005,1.007143,1.003706,1.001,1.00525,1.003,1.021571,1.007333,1.0175
Services,NFLX,1.020929,251.4514,1.136444,1.028625,0.9941176,0.9503334,1.0102,1.0229,1.012286,1.021667,1.0203,1.0362,1.0195,0.9985715
Energy,NFX,1.001404,25.57986,1.014462,0.9413636,0.9831333,1.017,1.034429,0.9915,1.0125,1.00325,1.0536,1.020733,0.970875,0.974
Util,NJR,1.000766,44.09857,1.026,1.016,0.9957692,1,0.9818,0.9611666,1.011375,0.9828125,1.015714,1.0213,0.99325,1.004
Transp,NM,1.034449,5.934249,1.003,1.052,1.014889,1.023684,1.034667,0.995,0.9798333,1.033333,1.038,1.0131,1.037875,1.188
Services,NRF,1.018413,9.498998,1.0106,1.061,1.0125,1.027333,0.9666154,1.00575,1.0186,0.9880714,1.021857,1.0073,1.015333,1.086
Util,NRG,1.008392,26.82628,1.0096,1.006818,1.0136,1.016111,1.001143,0.992,1.021222,0.993,1.01425,1.014,1.008556,1.0104
Energy,NRP,0.9983934,21.34134,1.015,0.987,1.017,0.9841667,1.00225,1.001,0.9996667,1.001938,0.9999167,0.9832,0.987,1.002583
Transp,NSC,1.009755,77.09413,1.0262,1.009667,1.005,1.017,0.9874545,0.9953637,1.028889,0.994,1.013,1.0206,1.001889,1.018
Tech,NTE,0.9785,9.694722,0.974,1.013,1.001,0.787,0.9975,0.9275,0.932,1.0435,0.986,1.1305,0.956,0.994
Services,ODP,0.9999495,4.452569,1.053,0.9456,0.9685454,0.994,1.027333,0.9848333,1.022091,1.012,1.031389,0.973,1.000444,0.9871579
Util,OKE,1.008309,50.20183,1.009375,0.982375,1.0272,1.0094,0.976,0.9996,1.045,0.9914,1.02225,1.013167,1.017818,1.006125
Util,OKS,0.9979847,53.15594,1.003182,0.9858889,1.015111,0.9790769,1.001571,0.993,1.004,0.9891667,1.01025,0.9926,0.9976364,1.004333
Cons-NonCyc,OME,1.010167,9.913222,1.01225,1.06275,1.0812,0.9626471,1.005214,0.95225,0.9436667,1.02875,1.0182,1.0295,1.033667,0.9919091
BasicInd,OMG,1.006639,30.0281,1.01975,0.939,0.986,1.106333,1.019125,0.999,1.005615,1.004286,1.020462,0.9965,0.971,1.0126
Services,ONE,0.9925725,9.704736,0.995,0.913,1.0455,1.016125,0.99775,1.0194,0.9944667,0.9013636,0.9998,1.00975,1.008,1.010714
InvServ,OZM,1.002642,11.08992,1.013,0.928,1.012667,0.99,1.0006,1.023556,1.013429,0.9788235,1.020667,1.023214,1.01175,1.016
Transp,PACR,1.015753,6.154673,1.010333,1.011556,1.075667,1.0235,1.010286,0.992,0.993,1.002846,0.9915454,1.0677,1.000786,1.009812
Services,PCLN,1.012006,887.5842,1.004,1.031333,0.9886667,1.0175,1.023529,1.013533,1.016462,1.001533,1.023471,1.010647,1.024125,0.9892727
Insurance,PFG,1.009654,39.63039,1.013,1.005636,1.013727,1.016571,1.00685,1,1.035875,0.9908,1.010714,1.020167,1.007083,0.9954286
Services,PGTI,1.027872,8.625365,1.018,1.208,0.9256,1.047,0.9962857,1.031,1.09525,0.99425,1.03,1.020333,0.97575,0.993
Energy,PIKE,1.016658,11.99006,1.019333,1.0905,1.0225,1.056,1.0155,1.007,1.016,0.9533333,1.0094,0.9677778,1.01875,1.0238
Energy,PKD,1.016335,5.837736,1.032,0.9796667,0.9986666,1.0202,0.9445,1.021333,1.1,0.9917,1.0098,1.10125,1.0009,0.996
BasicInd,POL,1.019441,27.22386,0.9902,1.013667,0.9968889,1.00925,1.0405,1.035,1.0515,1.0175,1.029667,1.002625,1.014,1.0325
Util,POWR,1.014713,14.30805,1.016,1.044,1.037571,1.011385,0.9949375,1.016556,1.010316,0.973125,1.036667,1.0275,0.9872,1.0213
Energy,PVA,1.01401,5.840774,0.9826,0.961375,1.048,0.898,1.071143,1.0275,0.9941667,0.99,1.1375,1.023333,1.0335,1.001
Tech,QLGC,1.004501,11.05629,1.048,1.0005,0.957,0.9666666,1.049,0.9778333,1.01,0.978,1.032,1.053875,0.989,0.9921429
Transp,QLTY,1.012078,9.516498,1.044667,0.98025,1.0346,0.9973333,1.039,0.9882222,1.004,0.9587273,1.002917,1.004187,1.049333,1.0417
Services,RAS,1.014729,7.612865,1.07125,1.001455,1.007143,1.022571,0.9706666,1.008615,0.989647,0.9747143,1.0445,1.038273,1.028143,1.019765
Insurance,RDN,1.026299,11.94918,1.0372,1.11,1.0102,1.042091,1.006125,1.003583,1.0596,1.0037,1.004,1.018333,1.03275,0.988
BasicInd,REGI,1.002841,10.97723,1.030933,0.9854118,1.06125,1.1332,1.017,1.022625,0.9995,0.9255,0.938,0.8966667,0.902,1.122
BasicInd,RFP,1.005238,14.4177,1.010545,1.0074,1.053909,0.9958889,0.9952,0.9691667,1.000143,1.028333,1.022625,1.057143,0.9635,0.959
Transp,RJET,1.015759,11.05396,1.050083,1.0455,1.046333,1.0338,0.985,1.02025,1.027286,0.9714167,1.031429,0.9944286,0.96125,1.022333
SemiCond,RMBS,1.02,7.970484,1.029385,1.0085,1.023,1.101846,1.029263,1.043909,1.016143,0.92425,1.003,0.98925,1.056,1.015455
Energy,RRC,1.008536,76.52978,1.0265,1.0665,1.0088,0.9825454,1.011583,1.015077,0.997,1.003,0.992,0.915,1.013429,1.071
ETFs,RSE,1.003065,19.72714,1.036,0.9792,1.029,1.031571,0.9768333,0.9913077,1.000125,0.9921666,1.043,0.9935714,1.051667,0.9123334
Services,RSO,0.9951903,6.191668,1.0095,1.012,0.98125,1.001571,0.988,0.984,1.012,0.961,0.993,1.012,0.9805,1.007462
Transp,SAIA,1.000404,32.38605,0.995,1.022,1.033333,0.99,1.034429,1.043222,0.9572,0.9996667,0.996,0.9625,1.005667,0.9658333
Transp,SAVE,1.015536,31.99238,1.036,1.008,1.0315,1.007,1.028,0.9998571,1.013125,0.966,1.016571,1.023,0.988375,1.069
Cons-Cyc,SCS,1.001894,14.64716,0.9923334,1.0222,0.932875,0.9921364,1.0238,1.032,1.006667,0.9963,1.032083,1.023143,0.97725,0.9919375
Cons-Cyc,SCSS,1.003985,21.53028,1.013,0.9572307,1.055,0.945,0.965,1.029,0.99725,0.988,0.993,1.03,1.021333,1.054
Health,SEM,1.010045,8.814691,1.013167,0.9522,0.9988182,0.9918,1.007571,1.010583,1.048,0.9825714,0.9876667,1.024,1.009,1.095167
Insurance,SFI,1.014923,10.56486,1.035,1.050667,0.992,1.053,0.97525,1.024,1.008786,1.019,1.001333,0.998625,1.02225,0.9991667
BasicInd,SHLM,1.014172,29.88156,1.0202,1.011,0.987,1.03025,1.006818,0.98,1.082,0.9973333,1.005,1.044667,0.998,1.0078
Tech,SHOR,1.012494,5.281718,1.0185,1.053,0.989,1.024,0.9508,1.016,0.9943333,1.0516,1.045,0.9765,1.0182,1.013
SemiCond,SIGM,0.999029,5.115687,0.9946923,0.9696,1.028,0.9942857,1.007714,1.006643,0.9959,1.023,0.9771538,0.9804444,1.0012,1.009714
Services,SIRI,1.001715,3.480803,1.008375,1.004429,0.981,1.022364,1.006824,0.9892727,1.022722,0.9794,1.027333,0.99,1.004364,0.9845
Transp,SKYW,0.9996673,14.49205,0.9992857,1.029667,0.9750909,1.0265,0.9853572,1.001,1.006286,0.9212857,1.039,1.012444,1.006364,0.9937273
Cons-Cyc,SM,1.008206,68.90776,1.031,1.001333,0.988125,1.009846,1.007474,1.002895,1.027905,1.004882,1.028579,1.023235,0.998,0.9752
Cons-Cyc,SMP,0.9939584,30.97028,0.98675,0.9906667,1.01,1.02975,1.0325,0.989,1.004,0.897,1.011,0.9908333,0.995,0.991
SemiCond,SPW,0.9971436,80.45484,1.010833,1.01,0.9779,0.9792727,1.011364,0.9868125,1.0141,0.97075,1.0076,1.014545,1.001545,0.981
SemiCond,SPWR,1.03418,20.30796,1.01325,1.2802,0.9062,1.03925,1.020625,1.021333,1.051,1.020333,1.047,1.034846,0.99,0.986125
Cons-Cyc,SRI,1.021953,10.3483,1.04075,0.985,1.021125,1.032667,1.099091,1.028333,1.076,0.9811667,0.9720909,1.050714,0.975,1.0015
Tech,SSYS,1.01117,91.91862,1.033,0.8988571,0.9955,1.081,0.926,1.07275,1.0435,0.9910001,0.99,1.038929,1.0375,1.026
Insurance,STC,0.9876277,28.58323,1.0135,0.947,1.028,1.0225,1.0062,0.913,0.957,1.011889,0.995,0.9884444,0.945,1.024
Cons-NonCyc,STKL,1.006188,8.271995,1.052143,0.99275,0.9996667,1.012714,1,1.000437,1.007167,0.997375,0.984,0.983,0.998,1.047
Energy,SU,1.001015,32.62423,0.9954445,0.9663333,0.9908,0.989,0.99725,1.002,1.0256,1.007,1.016,1.011,0.998,1.01375
Transp,SWFT,1.004616,17.40269,1.021,1.000625,0.9873,1.025177,1.027941,0.99975,1.0252,1.011539,1.001,0.9625,1.0028,0.9905556
Cons-Cyc,SWHC,1.012642,10.38534,0.9901,1.071667,0.96425,1.003154,1.019556,1.013,1.1105,0.9813333,0.954,0.9988,1.011889,1.033455
Energy,SYRG,1.006512,8.012757,1.053,1.0278,0.955,1.0478,1.007,1.004091,1.0014,1.08025,0.9568,0.99175,0.97325,0.98
Util,TAC,0.9943894,14.07745,1.004,0.98775,0.9945,1.0143,1.006889,0.9968,0.9919333,0.978,0.9955,1.009667,0.9613333,0.992
Banks,TBBK,1.009819,15.07626,1.0072,1.018,0.9975,1.032,1.0135,1.0195,0.9993333,1.046,0.99025,0.9924999,0.9868,1.01525
Util,TCP,1.001241,46.97474,1.0025,1.024,1.012429,0.9645,1.0195,1.026333,0.9944,0.9838824,1.007364,0.989,1.002875,0.9881111
ETFs,TCRD,0.9992946,15.54623,1.014,0.9935,0.9910001,0.999,0.99475,1.00495,1.00745,1.000833,0.9961429,1.005909,0.9985714,0.9854286
Banks,TD,1.00468,85.04771,1.004,0.9995,0.99475,0.9994,1.005333,1.00375,1.009714,1.019111,1.007571,1.0019,0.9988,1.012333
Transp,TEU,0.9995889,4.381954,1.115,1.000667,1.092,0.9901667,0.9544,0.996,1,1.030833,0.995,0.982,0.885,0.954
Banks,TFSL,1.000752,11.19797,1.009889,1.002445,1.0009,1.0087,1.005667,0.9985833,1.006889,0.9729286,1.0156,0.9926667,0.9933333,1.001429
Util,TITN,0.9920607,21.20382,1.0282,1.036,1.021,1.019375,1.01225,0.9855555,0.9968,0.9678333,0.9887143,1.028,0.972,0.849
Transp,TNP,1.013319,4.670154,0.9675,0.99575,1.0325,0.9917693,1.053667,0.9986,1.057444,0.999875,1.0062,1.02125,0.99,1.045267
Cons-Cyc,TPX,1.016864,43.50534,1.151,0.9973636,1.0448,0.9995714,0.9818571,1.028571,0.9465,0.9693334,1.0192,1.00475,1.049167,1.01025
Util,TRGP,1.012151,69.62762,1.021417,1.007889,1.018,0.996353,0.9857368,1.0114,1.009833,1.008235,1.017444,1.032,1.0165,1.021
BasicInd,TROX,0.9922792,21.38681,0.9293333,0.926,0.967,1.02275,0.99,0.98475,1.0286,1.0225,1.01975,0.985,1.012,1.019667
Banks,TRST,1.008487,5.944964,0.98625,1.006,1,0.9991667,1.012667,1.0165,1.01,0.9875,1.002571,1.034636,1.03775,1.0088
Insurance,TWGP,0.9532043,14.34323,1.0162,0.9895882,0.9903333,1.004615,1.011,1.0183,1.0101,0.9287143,0.683,0.9506,0.9958,0.8402
Transp,UAL,1.009146,31.91425,1.006714,1.037846,1.000278,1.027471,0.9911765,0.9943,1.098333,0.9515714,0.9781429,1.00675,1.008857,1.008308
Insurance,UAM,1.010021,8.561845,1.017333,0.9968889,1.028632,0.9765882,1.020368,1.000737,1.019429,0.9645833,1.033857,0.9945555,1.059,1.008286
InvServ,UBS,1.002801,18.18151,1.012,0.9781111,0.9888824,1.037636,1.0004,0.9875,1.0389,0.99575,1.005,0.97745,1.005083,1.006895
BasicInd,UFS,1.003377,77.13361,0.9893333,1.0005,0.9843333,0.9862857,1.024867,1.04,0.978,1.009,1.0752,0.981,1.018,0.954
Util,UGI,1.001713,39.05033,1.011,1.0096,1.015,1.01075,0.9593333,0.9982,1.0152,0.9855714,1.002143,1.0185,0.9953637,0.9999
Insurance,UNH,1.01226,65.81985,1.013778,0.9846666,1.0564,0.9923334,1.015125,1.012545,1.025667,0.9947273,1.002091,1.004571,1.016714,1.0285
Transp,UNP,1.01002,151.5842,0.985,1.0158,1.002538,1.061667,1.015625,1.003,1.019667,0.9878,0.9987692,1.001706,1.013667,1.015
Transp,UTIW,1.003149,15.60467,1.009,1.017667,1.0045,1.001091,0.9929,0.9907143,1.012333,0.9923846,0.9586667,1.013091,1.0229,1.022538
Insurance,UVE,1.042909,7.299261,0.9918333,1.005167,1.044308,1.055809,1.107333,1.012333,1.060125,1.000455,0.9784375,1.043813,1.210625,1.004667
Services,VC,1.012245,66.74407,1.011,1.048,0.986,1.045167,1.017667,1.015,0.995875,1.026444,0.996,0.976,1.020875,1.008917
Double Diamond,VMC,1.006851,52.84961,1.021429,0.9961429,0.96925,1.016789,1.008375,1.027143,1.02225,1.016667,1.008667,1.029,0.976,0.9905
Cons-Cyc,VRA,1.010924,22.91277,1.003286,0.9865,0.995,1.011833,0.977875,1.03375,1.053,0.969125,1.019857,1.0682,1.003667,1.009
Services,WEN,1.014078,6.837613,1.019091,1.005333,1.00325,0.993,1.018714,0.9925556,1.074,1.006,1.0525,1.014,0.9955834,0.9949091
Util,WES,1.006142,58.7964,1.018375,1.029,1.035,1.0082,0.9825,1.0185,1.008444,0.9833333,0.986,0.9991333,1.010222,0.995
Energy,WG,0.9948809,8.139979,1.048833,1.015,1.031583,0.9994,0.9334444,0.9755,1.0169,1.036824,0.96075,0.9355,0.945375,1.039461
Util,WGL,0.9999082,42.57696,1.019,1.0027,1.01,1.006,0.961,1.008667,1.022625,0.9763,1.0115,1.01225,0.9578571,1.011
Cons-Cyc,WHR,1.01195,128.7426,0.9968,1.0205,1.021,0.951,1.073667,0.9965,1.052,1.006,1.0125,0.9828182,1.011286,1.019333
Banks,WIBC,1.007885,7.666414,1.009,1.011,0.9995714,1.002,1.04,0.974,1.020333,0.9695714,1.00725,1.025,1.0315,1.0054
Cons-Cyc,WNC,1.018127,10.68434,1.03275,0.98375,1.033333,0.9900909,1.0276,1.0096,1.042333,1.029125,1.014111,0.9603333,1.045,1.0495
Cons-Cyc,WPP,1.012405,11.34458,1.026267,1.013778,1.016,0.9882222,1.059625,0.996,0.9871666,0.999125,1.04675,0.9944286,0.987,1.0345
Util,WPZ,1.005944,50.89985,1.005714,0.9859,1.0043,0.994625,1.009222,1.028222,1.004857,1.010333,1.024667,0.9904546,1.009286,1.00375
BasicInd,X,1.00089,21.11633,0.993,0.9745,0.9654,1.005,0.992,1.04,0.97175,0.994,1.0445,1.03075,0.973,1.026778
Tech,YHOO,1.013456,27.98394,1.019583,1.054,0.9935,1.0229,0.9918889,0.9908667,1.037091,1.0055,1.027,0.9911429,1.03,0.998
BasicInd,ZINC,1.002601,12.25449,1.024833,0.9937143,0.961,1.009,1.009,1.022833,0.9796667,1.015333,1.025333,0.952,1.002,1.0365
